"License Number","License Type","Legal Business Name","Type of License","Date","Expires On","Status","City - County",
"TAL18-0000211","Temporary Cannabis Cultivation License","Emerald Essence Enterprises, Inc.","Medium Outdoor","02/14/2018","03/13/2019","Active","Humboldt County",
"TAL18-0000207","Temporary Cannabis Cultivation License","High Mountain Cooperative","Small Outdoor","02/14/2018","06/14/2018","Inactive","Mad River - Trinity County",
"TML18-0000206","Temporary Cannabis Cultivation License","Trinity Valley Organics, LLC","Small Outdoor","02/14/2018","06/14/2018","Inactive","Hayfork - Trinity County",
"TML18-0000750","Temporary Cannabis Cultivation License","Original Breeders League","Processor","02/14/2018","03/15/2018","Inactive","Mountain Ranch - Calaveras County",
"TAL18-0000205","Temporary Cannabis Cultivation License","Cheryl Dumont","Medium Outdoor","02/14/2018","06/14/2018","Inactive","Redwood Valley - Mendocino County",
"TML18-0000203","Temporary Cannabis Cultivation License","Little Bear Wellness Center","Medium Mixed-Light Tier 2","02/14/2018","06/07/2018","Inactive","Mokelumne Hill - Calaveras County",
"TML18-0000200","Temporary Cannabis Cultivation License","Lucky Vista Farms, LLC","Small Outdoor","02/14/2018","06/14/2018","Inactive","Hayfork - Trinity County",
"TML18-0000747","Temporary Cannabis Cultivation License","Original Breeders League","Medium Mixed-Light Tier 2","02/14/2018","06/07/2018","Inactive","Mountain Ranch - Calaveras County",
"TAL18-0000745","Temporary Cannabis Cultivation License","Scarlett Rae Holdings, Inc.","Small Indoor","02/14/2018","06/14/2018","Inactive","Coachella - Riverside County",
"TML18-0000744","Temporary Cannabis Cultivation License","The Leonard Moore Cooperative","Specialty Cottage Indoor","02/14/2018","06/14/2018","Inactive","Fort Bragg - Mendocino County",
"TML18-0000741","Temporary Cannabis Cultivation License","Sky High Humboldt","Small Outdoor","02/14/2018","06/14/2018","Inactive","Humboldt County",
"TAL18-0000740","Temporary Cannabis Cultivation License","Sky High Humboldt","Small Outdoor","02/14/2018","06/14/2018","Inactive","Humboldt County",
"TAL18-0000739","Temporary Cannabis Cultivation License","Sky High Humboldt","Specialty Mixed-Light Tier 1","02/14/2018","06/14/2018","Inactive","Humboldt County",
"TML18-0000737","Temporary Cannabis Cultivation License","Pickled Pelican Farms","Small Mixed-Light Tier 1","02/14/2018","03/13/2019","Active","Yorkville - Mendocino County",
"TML18-0000736","Temporary Cannabis Cultivation License","Moss Landing Family Farm","Specialty Indoor","02/14/2018","06/14/2018","Inactive","Moss Landing - Monterey County",
"TML18-0001759","Temporary Cannabis Cultivation License","Innovation West DBA Panther Gap Farms","Small Outdoor","02/13/2018","03/12/2019","Active","Humboldt County",
"TAL18-0001758","Temporary Cannabis Cultivation License","Innovation West DBA Panther Gap Farms","Small Mixed-Light Tier 1","02/13/2018","03/12/2019","Active","Humboldt County",
"TML18-0001761","Temporary Cannabis Cultivation License","Innovation West DBA Panther Gap Farms","Small Outdoor","02/13/2018","03/12/2019","Active","Humboldt County",
"TAL18-0001763","Temporary Cannabis Cultivation License","Innovation West DBA Panther Gap Farms","Medium Mixed-Light Tier 1","02/13/2018","03/12/2019","Active","Humboldt County",
"TML18-0001762","Temporary Cannabis Cultivation License","Innovation West DBA Panther Gap Farms","Small Outdoor","02/13/2018","03/12/2019","Active","Humboldt County",
"TML18-0001760","Temporary Cannabis Cultivation License","Innovation West DBA Panther Gap Farms","Small Outdoor","02/13/2018","03/12/2019","Active","Humboldt County",
"TAL18-0000735","Temporary Cannabis Cultivation License","Moss Landing Family Farm","Specialty Indoor","02/13/2018","03/12/2019","Active","Moss Landing - Monterey County",
"TAL18-0000734","Temporary Cannabis Cultivation License","West Cliff Patient Collective","Specialty Indoor","02/13/2018","03/12/2019","Active","Moss Landing - Monterey County",
"TML18-0000733","Temporary Cannabis Cultivation License","Ridge Top Rukus, Inc.","Specialty Outdoor","02/13/2018","03/12/2019","Active","Westport - Mendocino County",
"TML18-0000732","Temporary Cannabis Cultivation License","mcnab cannabis","Specialty Outdoor","02/13/2018","06/13/2018","Inactive","ukiah - Mendocino County",
"TML18-0000731","Temporary Cannabis Cultivation License","West Cliff Patient Collective","Specialty Indoor","02/13/2018","06/13/2018","Inactive","Moss Landing - Monterey County",
"TAL18-0000718","Temporary Cannabis Cultivation License","Platinum Hills Farms","Medium Outdoor","02/13/2018","03/12/2019","Active","Bridgeville - Humboldt County",
"TML18-0000716","Temporary Cannabis Cultivation License","BDB Holding Group","Nursery","02/13/2018","03/12/2019","Active","Potter Valley - Mendocino County",
"TAL18-0000715","Temporary Cannabis Cultivation License","BDB Holding Group, Inc","Nursery","02/13/2018","06/13/2018","Inactive","Potter Valley - Mendocino County",
"TAL18-0000713","Temporary Cannabis Cultivation License","Catalyst Unlimited","Medium Outdoor","02/13/2018","03/12/2019","Active","Carlotta - Humboldt County",
"TML18-0000712","Temporary Cannabis Cultivation License","Sur Farms, LLC","Small Mixed-Light Tier 1","02/13/2018","06/13/2018","Inactive","Salinas - Monterey County",
"TML18-0000711","Temporary Cannabis Cultivation License","Sur Farms, LLC","Small Mixed-Light Tier 1","02/13/2018","06/13/2018","Inactive","Salinas - Monterey County",
"TML18-0000710","Temporary Cannabis Cultivation License","Sur Farms, LLC","Small Mixed-Light Tier 1","02/13/2018","06/13/2018","Inactive","Salinas - Monterey County",
"TML18-0000708","Temporary Cannabis Cultivation License","Blessed Thistle","Specialty Mixed-Light Tier 1","02/13/2018","03/12/2019","Active","Laytonville - Mendocino County",
"TML18-0000707","Temporary Cannabis Cultivation License","Sur Farms, LLC","Nursery","02/13/2018","06/13/2018","Inactive","Salinas - Monterey County",
"TML18-0000705","Temporary Cannabis Cultivation License","Mountainside Farms Inc","Small Outdoor","02/13/2018","03/12/2019","Active","Hayfork - Trinity County",
"TML18-0000704","Temporary Cannabis Cultivation License","Zabala Farms of Salinas, LLC","Small Mixed-Light Tier 1","02/13/2018","03/12/2019","Active","Salinas - Monterey County",
"TML18-0000703","Temporary Cannabis Cultivation License","Zabala Farms of Salinas, LLC","Small Mixed-Light Tier 1","02/13/2018","03/12/2019","Active","Salinas - Monterey County",
"TML18-0000702","Temporary Cannabis Cultivation License","Zabala Farms of Salinas, LLC","Nursery","02/13/2018","03/12/2019","Active","Salinas - Monterey County",
"TML18-0000701","Temporary Cannabis Cultivation License","Zabala Farms of Salinas, LLC","Small Mixed-Light Tier 1","02/13/2018","03/12/2019","Active","Salinas - Monterey County",
"TML18-0000695","Temporary Cannabis Cultivation License","The Hills, LLC. CO.","Specialty Mixed-Light Tier 1","02/13/2018","04/18/2018","Inactive","Garberville - Humboldt County",
"TML18-0000700","Temporary Cannabis Cultivation License","Zabala Farms of Salinas, LLC","Small Mixed-Light Tier 1","02/13/2018","03/12/2019","Active","Salinas - Monterey County",
"TML18-0000699","Temporary Cannabis Cultivation License","Zabala Farms of Salinas, LLC","Small Mixed-Light Tier 1","02/13/2018","03/12/2019","Active","Salinas - Monterey County",
"TML18-0000698","Temporary Cannabis Cultivation License","Zabala Farms of Salinas, LLC","Small Mixed-Light Tier 1","02/13/2018","03/12/2019","Active","Salinas - Monterey County",
"TML18-0000697","Temporary Cannabis Cultivation License","Zabala Farms of Salinas, LLC","Small Mixed-Light Tier 1","02/13/2018","03/12/2019","Active","Salinas - Monterey County",
"TAL18-0000696","Temporary Cannabis Cultivation License","green peak farms","Small Outdoor","02/13/2018","03/12/2019","Active","Covelo - Mendocino County",
"TML18-0000694","Temporary Cannabis Cultivation License","Lacturnus Research Association, Inc.","Small Indoor","02/13/2018","03/12/2019","Active","Lynwood - Los Angeles County",
"TML18-0000693","Temporary Cannabis Cultivation License","Open Road Resources LLC","Small Mixed-Light Tier 1","02/13/2018","06/13/2018","Inactive","Honeydew - Humboldt County",
"TAL18-0000692","Temporary Cannabis Cultivation License","Open Road Resources LLC","Small Mixed-Light Tier 1","02/13/2018","03/12/2019","Active","Honeydew - Humboldt County",
"TAL18-0000690","Temporary Cannabis Cultivation License","Lacturnus Research Association, Inc.","Small Indoor","02/13/2018","03/12/2019","Active","Lynwood - Los Angeles County",
"TML18-0000688","Temporary Cannabis Cultivation License","Spearhead Farms","Small Outdoor","02/13/2018","06/13/2018","Inactive","Junction City - Trinity County",
"TML18-0000687","Temporary Cannabis Cultivation License","30 Deep LLC, CO.","Medium Outdoor","02/13/2018","05/01/2018","Inactive","Garberville - Humboldt County",
"TML18-0000686","Temporary Cannabis Cultivation License","CVW Organic Farms","Small Mixed-Light Tier 1","02/13/2018","06/13/2018","Inactive","Carpinteria - Santa Barbara County",
"TML18-0000685","Temporary Cannabis Cultivation License","CVW Organic Farms","Small Mixed-Light Tier 1","02/13/2018","06/13/2018","Inactive","Carpinteria - Santa Barbara County",
"TML18-0000684","Temporary Cannabis Cultivation License","Flower Power Healing LLC","Specialty Cottage Outdoor","02/13/2018","06/13/2018","Inactive","Willits - Mendocino County",
"TML18-0000683","Temporary Cannabis Cultivation License","CVW Organic Farms","Small Mixed-Light Tier 1","02/13/2018","03/12/2019","Active","Carpinteria - Santa Barbara County",
"TML18-0000682","Temporary Cannabis Cultivation License","CVW Organic Farms","Small Mixed-Light Tier 1","02/13/2018","03/12/2019","Active","Carpinteria - Santa Barbara County",
"TML18-0000681","Temporary Cannabis Cultivation License","CVW Organic Farms","Small Mixed-Light Tier 1","02/13/2018","03/12/2019","Active","Carpinteria - Santa Barbara County",
"TML18-0000680","Temporary Cannabis Cultivation License","CVW Organic Farms","Small Mixed-Light Tier 1","02/13/2018","03/12/2019","Active","Carpinteria - Santa Barbara County",
"TML18-0000679","Temporary Cannabis Cultivation License","CVW Organic Farms","Small Mixed-Light Tier 1","02/13/2018","06/13/2018","Inactive","Carpinteria - Santa Barbara County",
"TML18-0000678","Temporary Cannabis Cultivation License","Surprise Valley Products, Inc.","Small Outdoor","02/13/2018","03/12/2019","Active","Comptche - Mendocino County",
"TML18-0000677","Temporary Cannabis Cultivation License","Sur Farms, LLC","Small Mixed-Light Tier 2","02/13/2018","06/13/2018","Inactive","Salinas - Monterey County",
"TAL18-0000676","Temporary Cannabis Cultivation License","Macras Land Co. Inc.","Processor","02/13/2018","06/13/2018","Inactive","Kneeland - Humboldt County",
"TAL18-0000675","Temporary Cannabis Cultivation License","Macras Land Co. Inc.","Medium Outdoor","02/13/2018","06/13/2018","Inactive","Neeland - Humboldt County",
"TAL18-0000674","Temporary Cannabis Cultivation License","Macras Land Co. Inc.","Small Mixed-Light Tier 1","02/13/2018","06/13/2018","Inactive","Kneeland - Humboldt County",
"TAL18-0000673","Temporary Cannabis Cultivation License","Sunshine Farming Group INC","Small Outdoor","02/13/2018","06/13/2018","Inactive","Mad River - Trinity County",
"TML18-0000672","Temporary Cannabis Cultivation License","Diamond Arrow Wellness","Medium Outdoor","02/13/2018","06/07/2018","Inactive","Mountain Ranch - Calaveras County",
"TML18-0000670","Temporary Cannabis Cultivation License","BTW Industries, Inc.","Specialty Indoor","02/13/2018","06/13/2018","Inactive","Watsonville - Santa Cruz County",
"TML18-0000669","Temporary Cannabis Cultivation License","KJM Data and Research","Specialty Indoor","02/13/2018","03/12/2019","Active","Santa Rosa - Sonoma County",
"TAL18-0000668","Temporary Cannabis Cultivation License","Golden State Herb, Inc.","Nursery","02/13/2018","03/12/2019","Active","Shasta Lake - Shasta County",
"TAL18-0000667","Temporary Cannabis Cultivation License","SAN JAC FACILITIES LLC","Small Indoor","02/13/2018","06/13/2018","Inactive","Desert Hot Springs - Riverside County",
"TAL18-0000665","Temporary Cannabis Cultivation License","SAN JAC FACILITIES LLC","Small Indoor","02/13/2018","06/13/2018","Inactive","Desert Hot Springs - Riverside County",
"TAL18-0000664","Temporary Cannabis Cultivation License","Botanika","Small Outdoor","02/13/2018","06/13/2018","Inactive","wildwood - Trinity County",
"TAL18-0000663","Temporary Cannabis Cultivation License","Honeydew Valley Farms, LLC","Small Mixed-Light Tier 1","02/13/2018","03/12/2019","Active","Honeydew - Humboldt County",
"TML18-0000662","Temporary Cannabis Cultivation License","cashe creek cultivators","Small Outdoor","02/13/2018","03/12/2019","Active","Rumsey - Yolo County",
"TML18-0000661","Temporary Cannabis Cultivation License","Deep River Farm","Small Mixed-Light Tier 1","02/13/2018","06/07/2018","Inactive","West Point - Calaveras County",
"TML18-0000660","Temporary Cannabis Cultivation License","Briceland Forest Farm","Specialty Outdoor","02/13/2018","03/12/2019","Active","Redway - Humboldt County",
"TAL18-0000659","Temporary Cannabis Cultivation License","Honeydew Valley Farms, LLC","Medium Mixed-Light Tier 1","02/13/2018","03/12/2019","Active","Honeydew - Humboldt County",
"TAL18-0000658","Temporary Cannabis Cultivation License","Fig Tree Farms","Small Mixed-Light Tier 2","02/13/2018","03/14/2018","Inactive","Yorkville - Mendocino County",
"TAL18-0000657","Temporary Cannabis Cultivation License","Lower Thomas Road LLC","Small Outdoor","02/12/2018","03/11/2019","Active","Miranda - Humboldt County",
"TML18-0000655","Temporary Cannabis Cultivation License","CVW Organic Farms","Small Mixed-Light Tier 1","02/12/2018","06/12/2018","Inactive","Carpinteria - Santa Barbara County",
"TML18-0000654","Temporary Cannabis Cultivation License","CVW Organic Farms","Small Mixed-Light Tier 1","02/12/2018","06/12/2018","Inactive","Carpinteria - Santa Barbara County",
"TML18-0000650","Temporary Cannabis Cultivation License","ASES","Small Outdoor","02/12/2018","03/17/2019","Active","Potter Valley - Mendocino County",
"TML18-0000648","Temporary Cannabis Cultivation License","SAN JAC FACILITIES LLC","Small Indoor","02/12/2018","03/11/2019","Active","Desert Hot Springs - Riverside County",
"TML18-0000646","Temporary Cannabis Cultivation License","Andronaco & Cooperrider","Small Mixed-Light Tier 2","02/10/2018","06/10/2018","Inactive","Redwood Valley - Mendocino County",
"TAL18-0000634","Temporary Cannabis Cultivation License","Happy Head Ranch","Specialty Mixed-Light Tier 1","02/10/2018","06/10/2018","Inactive","Humboldt County",
"TAL18-0000630","Temporary Cannabis Cultivation License","Happy Head Ranch","Small Outdoor","02/10/2018","06/10/2018","Inactive","Humboldt County",
"TML18-0000629","Temporary Cannabis Cultivation License","Humboldt Homegrown Cannabis","Small Outdoor","02/10/2018","06/10/2018","Inactive","Orleans - Humboldt County",
"TML18-0000625","Temporary Cannabis Cultivation License","SAN JAC FACILITIES LLC","Small Indoor","02/10/2018","06/10/2018","Inactive","Desert Hot Springs - Riverside County",
"TML18-0000622","Temporary Cannabis Cultivation License","Humboldt Homegrown Cannabis","Specialty Mixed-Light Tier 1","02/10/2018","06/10/2018","Inactive","Orleans - Humboldt County",
"TML18-0000620","Temporary Cannabis Cultivation License","Three Little Birds Farm, Inc.","Specialty Outdoor","02/10/2018","03/09/2019","About to Expire","Humboldt County",
"TAL18-0000619","Temporary Cannabis Cultivation License","Humboldt Homegrown Cannabis","Small Outdoor","02/10/2018","03/09/2019","About to Expire","Orleans - Humboldt County",
"TML18-0000618","Temporary Cannabis Cultivation License","Three Little Birds Farm, Inc.","Small Mixed-Light Tier 1","02/10/2018","06/10/2018","Inactive","Humboldt County",
"TAL18-0000617","Temporary Cannabis Cultivation License","Humboldt Homegrown Cannabis","Specialty Mixed-Light Tier 1","02/10/2018","06/10/2018","Inactive","Orleans - Humboldt County",
"TML18-0000615","Temporary Cannabis Cultivation License","Lacturnus Research Association, Inc.","Nursery","02/10/2018","03/09/2019","About to Expire","Lynwood - Los Angeles County",
"TAL18-0000614","Temporary Cannabis Cultivation License","Lacturnus Research Association, Inc.","Nursery","02/10/2018","03/09/2019","About to Expire","Lynwood - Los Angeles County",
"TML18-0000613","Temporary Cannabis Cultivation License","SBGL","Small Indoor","02/10/2018","06/10/2018","Inactive","Lompoc - Santa Barbara County",
"TML18-0000612","Temporary Cannabis Cultivation License","SBGL","Small Mixed-Light Tier 2","02/10/2018","06/10/2018","Inactive","Lompoc - Santa Barbara County",
"TML18-0000609","Temporary Cannabis Cultivation License","SBGL","Medium Outdoor","02/10/2018","06/10/2018","Inactive","Lompoc - Santa Barbara County",
"TML18-0000607","Temporary Cannabis Cultivation License","Humboldt Homegrown Cannabis","Specialty Cottage Mixed-Light Tier 1","02/10/2018","06/08/2018","Inactive","Orleans - Humboldt County",
"TML18-0000605","Temporary Cannabis Cultivation License","SBGL","Nursery","02/10/2018","06/10/2018","Inactive","Lompoc - Santa Barbara County",
"TML18-0000603","Temporary Cannabis Cultivation License","SBGL","Processor","02/10/2018","06/10/2018","Inactive","Lompoc - Santa Barbara County",
"TML18-0000598","Temporary Cannabis Cultivation License","Bing Solutions LLC","Medium Indoor","02/10/2018","06/10/2018","Inactive","CATHEDRAL CITY - Riverside County",
"TML18-0000596","Temporary Cannabis Cultivation License","Hill Farms LLC","Small Mixed-Light Tier 1","02/10/2018","03/09/2019","About to Expire","Covelo - Mendocino County",
"TAL18-0000591","Temporary Cannabis Cultivation License","Humboldt Homegrown Cannabis","Specialty Cottage Mixed-Light Tier 1","02/10/2018","06/10/2018","Inactive","Orleans - Humboldt County",
"TML18-0000588","Temporary Cannabis Cultivation License","two cousins genetics inc.","Medium Mixed-Light Tier 1","02/10/2018","04/05/2018","Inactive","Valley Springs - Calaveras County",
"TML18-0000586","Temporary Cannabis Cultivation License","Frog Farms","Specialty Mixed-Light Tier 1","02/10/2018","06/07/2018","Inactive","Valley Springs - Calaveras County",
"TML18-0000578","Temporary Cannabis Cultivation License","Central Coast Farmer's Market Management, LLC","Small Mixed-Light Tier 1","02/10/2018","06/10/2018","Inactive","Lompoc - Santa Barbara County",
"TML18-0000576","Temporary Cannabis Cultivation License","Central Coast Farmer's Market Management, LLC","Small Mixed-Light Tier 1","02/10/2018","06/10/2018","Inactive","Lompoc - Santa Barbara County",
"TML18-0000574","Temporary Cannabis Cultivation License","RBC Holdings","Small Outdoor","02/09/2018","06/09/2018","Inactive","Willow Creek - Humboldt County",
"TML18-0000572","Temporary Cannabis Cultivation License","Central Coast Farmer's Market Management, LLC","Small Mixed-Light Tier 1","02/09/2018","06/09/2018","Inactive","Lompoc - Santa Barbara County",
"TML18-0000571","Temporary Cannabis Cultivation License","RBC Holdings","Specialty Cottage Mixed-Light Tier 2","02/09/2018","03/08/2019","Active","Willow Creek - Humboldt County",
"TML18-0000568","Temporary Cannabis Cultivation License","Silver Dragon Farms, llc.","Small Mixed-Light Tier 1","02/09/2018","03/08/2019","About to Expire","Redwood Valley - Mendocino County",
"TML18-0000567","Temporary Cannabis Cultivation License","Central Coast Farmer's Market Management, LLC","Small Mixed-Light Tier 1","02/09/2018","06/09/2018","Inactive","Lompoc - Santa Barbara County",
"TML18-0000566","Temporary Cannabis Cultivation License","Central Coast Farmer's Market Management, LLC","Small Mixed-Light Tier 1","02/09/2018","06/09/2018","Inactive","Lompoc - Santa Barbara County",
"TML18-0000565","Temporary Cannabis Cultivation License","Central Coast Farmer's Market Management, LLC","Small Mixed-Light Tier 1","02/09/2018","06/09/2018","Inactive","Lompoc - Santa Barbara County",
"TML18-0000564","Temporary Cannabis Cultivation License","Central Coast Farmer's Market Management, LLC","Small Mixed-Light Tier 1","02/09/2018","06/09/2018","Inactive","Lompoc - Santa Barbara County",
"TML18-0000561","Temporary Cannabis Cultivation License","Central Coast Farmer's Market Management, LLC","Small Mixed-Light Tier 1","02/09/2018","06/09/2018","Inactive","Lompoc - Santa Barbara County",
"TML18-0000560","Temporary Cannabis Cultivation License","Central Coast Farmer's Market Management, LLC","Small Mixed-Light Tier 1","02/09/2018","06/09/2018","Inactive","Lompoc - Santa Barbara County",
"TML18-0000558","Temporary Cannabis Cultivation License","Central Coast Farmer's Market Management, LLC","Small Mixed-Light Tier 1","02/09/2018","06/09/2018","Inactive","Lompoc - Santa Barbara County",
"TAL18-0000555","Temporary Cannabis Cultivation License","Emerald Queen Farms","Medium Outdoor","02/09/2018","06/09/2018","Inactive","Willow Creek - Humboldt County",
"TML18-0000554","Temporary Cannabis Cultivation License","Central Coast Farmer's Market Management, LLC","Small Mixed-Light Tier 1","02/09/2018","06/09/2018","Inactive","Lompoc - Santa Barbara County",
"TML18-0000552","Temporary Cannabis Cultivation License","Central Coast Farmer's Market Management, LLC","Small Mixed-Light Tier 1","02/09/2018","06/09/2018","Inactive","Lompoc - Santa Barbara County",
"TML18-0000550","Temporary Cannabis Cultivation License","Central Coast Farmer's Market Management, LLC","Small Mixed-Light Tier 1","02/09/2018","06/09/2018","Inactive","Lompoc - Santa Barbara County",
"TML18-0000549","Temporary Cannabis Cultivation License","Central Coast Farmer's Market Management, LLC","Small Mixed-Light Tier 1","02/09/2018","06/09/2018","Inactive","Buellton - Santa Barbara County",
"TML18-0000548","Temporary Cannabis Cultivation License","Central Coast Farmer's Market Management, LLC","Small Mixed-Light Tier 1","02/09/2018","06/09/2018","Inactive","Buellton - Santa Barbara County",
"TML18-0000547","Temporary Cannabis Cultivation License","Central Coast Farmer's Market Management, LLC","Small Mixed-Light Tier 1","02/09/2018","06/09/2018","Inactive","Buellton - Santa Barbara County",
"TML18-0000546","Temporary Cannabis Cultivation License","Farmers' Support","Specialty Outdoor","02/09/2018","03/08/2019","About to Expire","Laytonville - Mendocino County",
"TML18-0000543","Temporary Cannabis Cultivation License","Central Coast Farmer's Market Management, LLC","Small Mixed-Light Tier 1","02/09/2018","06/09/2018","Inactive","Buellton - Santa Barbara County",
"TML18-0000542","Temporary Cannabis Cultivation License","Central Coast Farmer's Market Management, LLC","Small Mixed-Light Tier 1","02/09/2018","06/09/2018","Inactive","Buellton - Santa Barbara County",
"TML18-0000541","Temporary Cannabis Cultivation License","Central Coast Farmer's Market Management, LLC","Small Mixed-Light Tier 1","02/09/2018","06/09/2018","Inactive","Buellton - Santa Barbara County",
"TML18-0000540","Temporary Cannabis Cultivation License","Central Coast Farmer's Market Management, LLC","Small Mixed-Light Tier 1","02/09/2018","06/09/2018","Inactive","Buellton - Santa Barbara County",
"TML18-0000539","Temporary Cannabis Cultivation License","Central Coast Farmer's Market Management, LLC","Small Mixed-Light Tier 1","02/09/2018","06/09/2018","Inactive","Buellton - Santa Barbara County",
"TML18-0000538","Temporary Cannabis Cultivation License","Central Coast Farmer's Market Management, LLC","Small Mixed-Light Tier 1","02/09/2018","06/09/2018","Inactive","Buellton - Santa Barbara County",
"TML18-0000537","Temporary Cannabis Cultivation License","Central Coast Farmer's Market Management, LLC","Small Mixed-Light Tier 1","02/09/2018","06/09/2018","Inactive","Buellton - Santa Barbara County",
"TML18-0000536","Temporary Cannabis Cultivation License","Central Coast Farmer's Market Management, LLC","Small Mixed-Light Tier 1","02/09/2018","06/09/2018","Inactive","Buellton - Santa Barbara County",
"TML18-0000535","Temporary Cannabis Cultivation License","Central Coast Farmer's Market Management, LLC","Small Mixed-Light Tier 1","02/09/2018","06/09/2018","Inactive","Buellton - Santa Barbara County",
"TML18-0000533","Temporary Cannabis Cultivation License","Central Coast Farmer's Market Management, LLC","Small Mixed-Light Tier 1","02/09/2018","06/09/2018","Inactive","Buellton - Santa Barbara County",
"TML18-0000531","Temporary Cannabis Cultivation License","Central Coast Farmer's Market Management, LLC","Small Mixed-Light Tier 1","02/09/2018","06/09/2018","Inactive","Buellton - Santa Barbara County",
"TML18-0000529","Temporary Cannabis Cultivation License","Central Coast Farmer's Market Management, LLC","Small Mixed-Light Tier 1","02/09/2018","06/09/2018","Inactive","Buellton - Santa Barbara County",
"TML18-0000528","Temporary Cannabis Cultivation License","Central Coast Farmer's Market Management, LLC","Small Mixed-Light Tier 1","02/09/2018","06/09/2018","Inactive","Buellton - Santa Barbara County",
"TML18-0000527","Temporary Cannabis Cultivation License","Central Coast Farmer's Market Management, LLC","Small Mixed-Light Tier 1","02/09/2018","06/09/2018","Inactive","Buellton - Santa Barbara County",
"TML18-0000526","Temporary Cannabis Cultivation License","Central Coast Farmer's Market Management, LLC","Small Mixed-Light Tier 1","02/09/2018","06/09/2018","Inactive","Buellton - Santa Barbara County",
"TML18-0000689","Temporary Cannabis Cultivation License","Cujo Enterprises Inc","Medium Mixed-Light Tier 1","02/09/2018","04/05/2018","Inactive","West Point - Calaveras County",
"TML18-0001051","Temporary Cannabis Cultivation License","Ag Roots LLC","Small Outdoor","02/09/2018","06/09/2018","Inactive","Lompoc - Santa Barbara County",
"TML18-0000525","Temporary Cannabis Cultivation License","Central Coast Farmer's Market Management, LLC","Small Mixed-Light Tier 1","02/08/2018","06/08/2018","Inactive","Buellton - Santa Barbara County",
"TML18-0000524","Temporary Cannabis Cultivation License","Central Coast Farmer's Market Management, LLC","Small Mixed-Light Tier 1","02/08/2018","06/08/2018","Inactive","Buellton - Santa Barbara County",
"TML18-0000523","Temporary Cannabis Cultivation License","Central Coast Farmer's Market Management, LLC","Small Mixed-Light Tier 1","02/08/2018","06/08/2018","Inactive","Buellton - Santa Barbara County",
"TML18-0000522","Temporary Cannabis Cultivation License","Central Coast Farmer's Market Management, LLC","Small Mixed-Light Tier 1","02/08/2018","06/08/2018","Inactive","Buellton - Santa Barbara County",
"TML18-0000521","Temporary Cannabis Cultivation License","Central Coast Farmer's Market Management, LLC","Small Mixed-Light Tier 1","02/08/2018","06/08/2018","Inactive","Buellton - Santa Barbara County",
"TML18-0000520","Temporary Cannabis Cultivation License","Central Coast Farmer's Market Management, LLC","Small Mixed-Light Tier 1","02/08/2018","06/08/2018","Inactive","Buellton - Santa Barbara County",
"TML18-0000519","Temporary Cannabis Cultivation License","Central Coast Farmer's Market Management, LLC","Small Mixed-Light Tier 1","02/08/2018","06/08/2018","Inactive","Buellton - Santa Barbara County",
"TML18-0000518","Temporary Cannabis Cultivation License","Central Coast Farmer's Market Management, LLC","Small Mixed-Light Tier 1","02/08/2018","06/08/2018","Inactive","Buellton - Santa Barbara County",
"TML18-0000517","Temporary Cannabis Cultivation License","Medrano Farms","Small Outdoor","02/08/2018","06/08/2018","Inactive","Covelo - Mendocino County",
"TML18-0000514","Temporary Cannabis Cultivation License","Marie's Deliverables","Small Mixed-Light Tier 2","02/08/2018","06/08/2018","Inactive","Salinas - Monterey County",
"TAL18-0000513","Temporary Cannabis Cultivation License","Marie's Deliverables","Small Mixed-Light Tier 2","02/08/2018","06/08/2018","Inactive","Salinas - Monterey County",
"TML18-0000512","Temporary Cannabis Cultivation License","Marie's Deliverables","Small Mixed-Light Tier 2","02/08/2018","03/07/2019","About to Expire","Salinas - Monterey County",
"TAL18-0000511","Temporary Cannabis Cultivation License","Marie's Deliverables","Small Mixed-Light Tier 2","02/08/2018","06/08/2018","Inactive","Salinas - Monterey County",
"TML18-0000510","Temporary Cannabis Cultivation License","Central Coast Farmer's Market Management, LLC","Small Mixed-Light Tier 1","02/08/2018","06/08/2018","Inactive","Buellton - Santa Barbara County",
"TML18-0000509","Temporary Cannabis Cultivation License","Central Coast Farmer's Market Management, LLC","Small Mixed-Light Tier 1","02/08/2018","06/08/2018","Inactive","Buellton - Santa Barbara County",
"TML18-0000508","Temporary Cannabis Cultivation License","Marie's Deliverables","Nursery","02/08/2018","03/07/2019","About to Expire","Salinas - Monterey County",
"TML18-0000507","Temporary Cannabis Cultivation License","Central Coast Farmer's Market Management, LLC","Small Mixed-Light Tier 1","02/08/2018","06/08/2018","Inactive","Buellton - Santa Barbara County",
"TML18-0000464","Temporary Cannabis Cultivation License","Jump Start Nursery, Inc.","Small Indoor","02/08/2018","06/08/2018","Inactive","Moss Landing - Monterey County",
"TML18-0000463","Temporary Cannabis Cultivation License","Jump Start Nursery, Inc.","Nursery","02/08/2018","06/08/2018","Inactive","Moss Landing - Monterey County",
"TML18-0000462","Temporary Cannabis Cultivation License","Central Coast Farmer's Market Management, LLC","Small Mixed-Light Tier 1","02/08/2018","06/08/2018","Inactive","Buellton - Santa Barbara County",
"TML18-0000461","Temporary Cannabis Cultivation License","Central Coast Farmer's Market Management, LLC","Small Mixed-Light Tier 1","02/08/2018","06/08/2018","Inactive","Buellton - Santa Barbara County",
